,anime_id,name,genre,type,episodes,rating,members
5318,31923,Mini Hama: Minimum Hamatora Movies,"Comedy, Mystery, School, Super Power",Movie,2,6.35,833
5319,9523,Minori Scramble!,Comedy,OVA,1,6.35,2208
5322,10349,Suzy's Zoo: Daisuki! Witzy,Kids,TV,25,6.35,369
5333,9595,Amanatsu,Sci-Fi,Movie,1,6.34,1305
5335,2309,"Azusa, Otetsudai Shimasu!","Comedy, Sci-Fi, Slice of Life, Sports",OVA,1,6.34,1973
5348,30155,Hoshi no Kirby: Tokubetsu-hen - Taose!! Koukaku Majuu Ebizou,"Action, Adventure, Comedy, Fantasy",Special,1,6.34,384
5355,21479,Metal Fight Beyblade Zero G Specials,"Adventure, Sports",Special,7,6.34,915
5364,4948,Shounen Sarutobi Sasuke,"Adventure, Fantasy",Movie,1,6.34,564
5371,2516,Uchuu no Senshi,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.34,2596
5373,1959,Wild 7,"Action, Drama, Police, Shounen",OVA,2,6.34,679
5384,2738,Kasumin 3rd Season,"Fantasy, Kids",TV,26,6.33,287
5386,23367,Kitakubu Katsudou Kiroku: Miniature Theater,"Comedy, School",Special,6,6.33,1154
5395,4599,Tanoshii Willow Town,"Fantasy, Kids",TV,26,6.33,295
5399,7334,Bakugan Battle Brawlers: Gundalian Invaders,"Action, Adventure, Fantasy, Game, Shounen",TV,39,6.32,11110
5407,17897,Hana wa Saku,Music,Special,1,6.32,762
5412,3723,Koala Boy Kokki,Comedy,TV,26,6.32,360
5415,33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,"Comedy, Magic",TV,12,6.32,5676
5419,445,Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,13,6.32,11582
5422,176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",OVA,4,6.32,4543
5426,19029,Yuyushiki: Nyanyashiki,Comedy,Special,6,6.32,6805
5433,2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",TV,40,6.31,2744
5439,31091,Komori-san wa Kotowarenai!,"Comedy, School, Slice of Life",TV,12,6.31,24377
5441,1628,Maou Dante,"Action, Demons, Horror, Shounen, Supernatural",TV,13,6.31,3907
5443,2244,Rakugo Tennyo Oyui,"Comedy, Historical",TV,12,6.31,1086
5447,309,Akahori Gedou Hour Rabuge,"Comedy, Magic, Parody",TV,13,6.3,3271
5453,3808,Futari Daka,"Cars, Shounen, Sports",TV,36,6.3,234
5457,11505,Kiss Dum: Omokage,"Mecha, Military, Sci-Fi",Special,1,6.3,605
5459,1188,Momoiro Sisters,"Comedy, Slice of Life",TV,24,6.3,1366
5462,6523,Porong Porong Pororo,Kids,TV,52,6.3,197
5467,11561,Sougen no Ko Tenguri,"Adventure, Drama, Historical, Kids",Movie,1,6.3,406
5473,4584,Topo Gigio,"Adventure, Comedy, Kids",TV,21,6.3,981
5475,11537,Yamatarou Kaeru,Kids,OVA,1,6.3,332
5476,10330,Bakugan Battle Brawlers: Mechtanium Surge,"Action, Adventure, Fantasy, Game, Shounen",TV,46,6.29,8662
5495,24527,Yomigaeru Sora Pilot,"Action, Military, Seinen",Special,1,6.29,298
5500,5629,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,"Mecha, Sci-Fi, Space",OVA,4,6.28,419
5502,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,6.28,49949
5506,3020,Gu-Gu Ganmo,"Comedy, School",TV,50,6.28,259
5519,11791,Sore Ike! Anpanman: Ruby no Negai,"Comedy, Kids, Magic",Movie,1,6.28,162
5526,1202,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,"Action, Adventure, Fantasy, Magic, Sci-Fi",OVA,1,6.27,10531
5536,14095,Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy, Kids, Shounen",Special,4,6.27,440
5542,11547,Sengoku☆Paradise Kiwami,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,26,6.27,3473
5543,10525,Shinseiki Duel Masters Flash,"Comedy, Kids",TV,24,6.27,314
5548,4484,"Umi no Yami, Tsuki no Kage","Drama, Horror, Romance",OVA,3,6.27,483
5552,2689,Akai Koudan Zillion: Utahime Yakyoku,"Adventure, Sci-Fi, Shounen",Special,1,6.26,533
5554,2823,Barbapapa,"Comedy, Fantasy",TV,45,6.26,1385
5555,5289,Beast Wars Second: LioConvoy in Imminent Danger!,"Action, Adventure, Sci-Fi",Movie,1,6.26,685
5559,7290,Cyborg 009: Kaijuu Sensou,"Action, Adventure, Sci-Fi",Movie,1,6.26,806
5560,2287,Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen",TV,26,6.26,2580
5564,3406,iDOLM@STER Xenoglossia Specials,"Comedy, Mecha, Sci-Fi",Special,9,6.26,2377
5567,2092,Kiss wa Hitomi ni Shite,"Comedy, Romance, Shoujo",OVA,1,6.26,356
5570,8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Comedy,OVA,1,6.26,6996
5573,20555,SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,12,6.26,45748
5578,5462,Top wo Nerae! Kagaku Kouza,"Comedy, Sci-Fi",Special,6,6.26,5479
5581,14949,Yurumates 3D: Ushinawareta Genjitsu,"Comedy, Seinen, Slice of Life",OVA,1,6.26,1095
5584,5421,Ark,"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural",Movie,1,6.25,721
5585,2414,Assemble Insert,"Comedy, Police, Sci-Fi",OVA,2,6.25,1566
5587,7597,"Boku, Otaryman.","Comedy, Seinen, Slice of Life",OVA,1,6.25,3294
5589,5689,Eien no Filena,"Adventure, Drama, Fantasy",OVA,6,6.25,301
5591,7867,Gon,"Action, Adventure, Kids",TV,50,6.25,917
5603,571,Moldiver,"Action, Comedy, Magic, Mecha, Romance, Sci-Fi",OVA,6,6.25,1584
5606,6385,Pokemon: Slowking no Ichinichi,"Fantasy, Kids",Special,1,6.25,6090
5613,11099,Tiger & Bunny Pilot,"Action, Comedy, Super Power",Special,1,6.25,5936
5628,3840,Crystal Blaze,"Action, Sci-Fi",TV,12,6.24,11974
5629,11471,Dororo,Action,Special,1,6.24,278
5635,6965,Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,"Adventure, Comedy",Movie,1,6.24,203
5639,6327,Miracle Train: Chuo-sen e Youkoso,"Fantasy, Shoujo",Special,1,6.24,2961
5640,32959,Mirai no Watashi,"Comedy, Slice of Life",ONA,1,6.24,1089
5643,7549,Quiz Magic Academy: The Original Animation 2,"Comedy, Fantasy, Magic, School",OVA,1,6.24,3658
5644,756,School Days ONA,"Drama, Romance, School",ONA,1,6.24,21104
5646,30916,The Five Killers,Action,ONA,1,6.24,312
5653,3135,Dragon's Heaven,"Action, Adventure, Fantasy, Mecha, Sci-Fi",OVA,1,6.23,1924
5654,25567,DRAMAtical Murder OVA: Data_xx_Transitory,"Drama, Psychological, Sci-Fi, Shounen Ai",Special,1,6.23,12469
5657,1200,Gun-dou Musashi,"Adventure, Fantasy, Samurai",TV,26,6.23,3955
5665,31676,Persona 2: Another Self,"Action, Demons, Fantasy, Supernatural",Special,1,6.23,1178
5670,4616,Yumemiru Topo Gigio,"Adventure, Comedy, Kids",TV,13,6.23,429
5678,30168,Miss Monochrome: Watashi dake no Monogatari,Music,Music,1,6.22,1634
5680,8312,Piece,Music,Music,1,6.22,1143
5682,6889,Time Bokan Series: Zenderman,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",TV,52,6.22,298
5685,5469,Birthday Boy,"Action, Drama, Historical, Military",Movie,1,6.21,1196
5686,6484,Chokin Senshi Cashman,"Action, Comedy",OVA,1,6.21,366
5688,3813,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,"Fantasy, Mystery, Romance, Shoujo",OVA,1,6.21,348
5689,9944,Hime Gal♥Paradise,Shoujo,OVA,9,6.21,563
5690,6071,Juuippiki no Neko,Fantasy,Movie,1,6.21,400
5692,556,Koutetsu Tenshi Kurumi Zero,"Drama, Romance, Sci-Fi",OVA,3,6.21,3896
5693,669,Kujibiki Unbalance,"Comedy, Romance, School",OVA,3,6.21,8291
5697,3336,Mezame no Hakobune,Fantasy,OVA,1,6.21,1867
5699,1975,Mutekiou Tri-Zenon,"Mecha, Sci-Fi",TV,22,6.21,483
5700,17237,Peeping Life: World History,"Comedy, Historical, Slice of Life",ONA,40,6.21,361
5704,2314,Tobe! Kujira no Peek,"Adventure, Drama",Movie,1,6.21,286
5706,16211,Bakumatsu Gijinden Roman,"Fantasy, Historical",TV,12,6.2,7816
5710,2723,D4 Princess,"Action, Comedy, Magic, Mecha, Sci-Fi",TV,24,6.2,1514
5721,7532,Kuroi Kikori to Shiroi Kikori,Fantasy,Movie,1,6.2,179
5724,3183,MAPS: Densetsu no Samayoeru Seijin-tachi,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1,6.2,402
5738,2824,Barbapapa Sekai wo Mawaru,"Adventure, Comedy",TV,50,6.19,528
5739,12447,Ben-To Picture Drama,Comedy,Special,6,6.19,6718
5742,31454,Gundam: G no Reconguista - From the Past to the Future,"Action, Mecha, Sci-Fi, Space",Special,1,6.2,736
5743,29975,Gunslinger Stratos,"Action, Sci-Fi",ONA,1,6.19,2666
5744,3178,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1,6.19,506
5747,1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"Comedy, Fantasy, Magic",Movie,1,6.19,833
5753,21441,Taisei Kensetsu: Sri Lanka Kousokudouro,Drama,Special,1,6.19,1906
5758,16738,Wooser no Sono Higurashi: Ken to Pants to Wooser to,"Comedy, Fantasy, Slice of Life",Special,1,6.19,2209
5761,7621,Chuumon no Ooi Ryouriten,"Fantasy, Horror, Supernatural",Movie,1,6.18,374
5762,15043,Haitai Nanafa,"Comedy, Supernatural",TV,13,6.18,5907
5766,19769,Mahou Sensou,"Action, Fantasy, Magic",TV,12,6.18,104192
5775,3818,Soratobu Toshi Keikaku,"Music, Sci-Fi",Music,1,6.18,1163
5777,3762,The Borgman: Last Battle,"Action, Demons, Sci-Fi, Shounen",OVA,1,6.18,386
5787,8316,Kawasaki Frontale x Tentai Senshi Sunred,"Comedy, Parody, Seinen, Sports, Super Power",Special,4,6.17,363
5788,12141,Kaze no Matasaburou,"Fantasy, Kids, Slice of Life",OVA,1,6.17,371
5792,12677,Ozma,"Action, Sci-Fi",TV,6,6.17,11556
5793,2781,Saint Luminous Jogakuin,"Mystery, Psychological, Supernatural",TV,13,6.17,1701
5794,2476,School Days,"Drama, Harem, Romance, School",TV,12,6.17,279183
5800,14367,Tenshi na Konamaiki Specials,Shounen,Special,13,6.18,504
5804,32171,Ange Vierge,"Adventure, Fantasy, Magic, School",TV,12,6.16,21934
5806,1106,Eikyuu Kazoku,"Comedy, Psychological",Movie,1,6.16,5305
5811,32805,Nyanbo!,Comedy,TV,26,6.16,2886
5815,20855,Bacterial Contamination,"Dementia, Horror, Music",Music,1,6.15,1643
5822,8409,Marie & Gali ver. 2.0,Comedy,TV,30,6.15,499
5824,21649,Mitsuwano,Slice of Life,OVA,1,6.15,2794
5826,9575,Nodoka Mori no Doubutsu Daisakusen,Fantasy,Special,1,6.15,160
5832,2245,Seraphim Call,"Drama, Romance, Sci-Fi",TV,12,6.15,2434
5835,4685,Takane no Jitensha,"Fantasy, School",Special,1,6.15,1583
5836,29801,The iDOLM@STER Million Live! 1st Anniversary PV,Drama,Special,1,6.15,1292
5842,2754,Cleopatra D.C.,"Action, Adventure, Sci-Fi",OVA,3,6.14,1074
5853,1155,Melty Lancer,"Adventure, Comedy, Sci-Fi, Space",OVA,6,6.14,1035
5859,546,Wind: A Breath of Heart (TV),"Drama, Romance, School, Supernatural",TV,13,6.14,7778
5866,19581,Houseki no Kuni,"Fantasy, Sci-Fi, Seinen",ONA,1,6.13,1156
5872,16345,Ninku: Knife no Bohyou,"Action, Adventure, Comedy, Martial Arts, Shounen",Special,1,6.13,280
5873,25441,Shin Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,1,6.13,1094
5875,32563,Starry Tales: Seiza wa Toki wo Koete,"Fantasy, Space",Movie,1,6.13,286
5877,1267,Yoroiden Samurai Troopers Message,"Adventure, Fantasy, Samurai, Shounen",OVA,5,6.13,1299
5882,23483,Decorator,Music,Music,1,6.12,880
5889,1284,Houma Hunter Lime,"Comedy, Fantasy",OVA,3,6.12,945
5891,2305,Mobile Suit SD Gundam Mk III,"Mecha, Parody, Sci-Fi",OVA,6,6.12,1805
5892,23099,Puchitto Gargantia Special,"Comedy, Mecha, Sci-Fi",Special,1,6.12,1786
5895,5027,Stitch!,"Adventure, Comedy, Kids",TV,25,6.12,2569
5897,9829,Yonimo Osoroshii Nihon Mukashibanashi,"Dementia, Horror, Psychological",OVA,3,6.12,655
5922,6985,Buddha Saitan,"Psychological, Romance, Supernatural",Movie,1,6.1,3824
5927,31977,Hanabi,"Drama, Music, Romance, Slice of Life",Music,1,6.1,162
5931,4460,Kikumana,"Dementia, Psychological",ONA,1,6.1,4723
5938,27789,Yodaka no Hoshi (Music),"Drama, Fantasy, Music, Slice of Life",Music,1,6.1,478
5939,12145,Backkom,"Comedy, Kids",TV,52,6.09,423
5943,12569,Himitsu no Akko-chan (Movie),"Magic, School, Shoujo",Movie,1,6.09,228
5950,31890,Nurse Witch Komugi-chan R,"Comedy, Magic, Parody",TV,12,6.09,7376
5951,12135,Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",OVA,1,6.09,595
5962,8252,Getter Robo (Movie),"Action, Mecha, Sci-Fi, Shounen",Movie,1,6.08,527
5967,1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",TV,28,6.08,1049
5970,28247,Pankis! 2-jigen,"Comedy, Music",TV,24,6.08,331
5971,6311,Sarutobi Ecchan,"Comedy, Kids, Magic, School",TV,26,6.08,357
5972,9239,Scoopers,"Action, Sci-Fi",OVA,1,6.08,195
5977,32338,Yes! BanG_Dream!,Music,Music,1,6.06,353
5979,15423,Antinotice,Music,Music,1,6.07,744
5988,22735,Oreca Battle,Game,TV,51,6.07,1632
5989,24179,Strobe Light,Music,Music,1,6.07,313
5992,12851,Ultraman USA,"Action, Adventure, Sci-Fi",Movie,1,6.07,243
6003,1991,Juusou Kikou Dancougar Nova,Mecha,TV,12,6.06,3326
6006,8443,Mahou no Star Magical Emi: Semishigure,"Comedy, Magic, Shoujo",OVA,1,6.06,337
6009,10679,Maria†Holic: Run Run Riru Ran Ran Rara,"Comedy, Music",Music,1,6.06,2778
6016,7257,Shijin no Shougai,"Drama, Fantasy, Psychological",Movie,1,6.06,541
6031,1098,Samurai Girl Real Bout High School,"Adventure, Comedy, Fantasy, Shounen",TV,13,6.05,6689
6042,5918,Deimos no Hanayome: Ran no Kumikyoku,"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural",OVA,1,6.04,2030
6045,11043,Install Pilot,"Action, Sci-Fi, Shounen",Special,1,6.04,456
6052,32961,Regalia: The Three Sacred Stars,"Action, Mecha, Sci-Fi",TV,13,6.03,16766
6053,15769,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Fantasy,Special,6,6.04,1292
6061,33236,Committed RED,Music,Music,1,6.03,140
6069,4130,Petit Eva: Evangelion@School,"Comedy, Parody, School",ONA,24,6.03,15734
6071,32521,Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids",OVA,1,6.02,163
6085,9087,"Mobile Suit SD Gundam Musha, Knight, Commando","Action, Comedy, Fantasy, Mecha, Parody",Movie,2,6.02,860
6088,16506,Three Monks,Music,Movie,1,6.02,196
6106,31318,Comet Lucifer,"Action, Adventure, Fantasy, Mecha",TV,12,6.0,66659
6107,7139,Gdleen,"Fantasy, Sci-Fi",OVA,1,6.0,408
6109,24275,Medamayaki no Kimi Itsu Tsubusu?,"Comedy, Seinen",Special,4,6.0,712
6113,3498,Shin Onimusha: Dawn of Dreams the Story,"Action, Demons, Historical, Martial Arts, Samurai",OVA,1,6.0,695
6122,4012,First Squad,"Action, Music",Music,1,5.99,4946
6123,24975,Ghibli ga Ippai Special Short Short,Slice of Life,Special,10,5.99,733
6125,1220,Hoshizora Kiseki,"Romance, Sci-Fi",ONA,1,5.99,7674
6131,28665,Nenga no Kizuna,Slice of Life,ONA,1,5.99,178
6134,33508,Si Ling Bianma: Zhi Shijie Caozong Zhe,"Fantasy, Game, Horror, Mystery, Parody, Psychological",ONA,12,5.99,563
6138,18419,"Boku no Imouto wa ""Osaka Okan"": Uchi no Oniichan wa Tokyo Rule",Comedy,Special,1,5.98,2297
6144,7466,Hashire!,Comedy,ONA,1,5.98,556
6145,9205,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,5.98,6941
6148,10519,Mahou Shoujo Sonico★Magica,"Music, Parody",ONA,1,5.98,13266
6152,21081,Yu Bang Xiang Zheng,Historical,Movie,1,5.98,216
6153,1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ONA,1,5.97,6686
6157,9627,Kakko Kawaii Sengen!,Comedy,TV,5,5.97,590
6158,33244,Kiitarou Shounen no Youkai Enikki,"Comedy, Supernatural",TV,12,5.97,11986
6162,6792,Mobile Suit SD Gundam Mk V,"Comedy, Mecha, Parody, Sci-Fi",OVA,3,5.97,1294
6163,1154,Mother: Saigo no Shoujo Eve,"Adventure, Drama, Sci-Fi",Movie,1,5.97,697
6164,676,Refrain Blue,"Drama, Romance",OVA,3,5.97,1181
6170,19187,Fake Doll,Music,Music,1,5.96,893
6183,2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,1,5.95,375
6193,5875,Kobutori (1929),"Comedy, Demons",Movie,1,5.94,1280
6200,29834,Moshidora Recap,"Drama, Sports",Special,1,5.94,251
6203,27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Comedy,Special,3,5.94,5505
6204,22137,Toukiden: The Age of Demons - Introduction,"Action, Demons",Special,1,5.94,499
6214,832,Ginsoukikou Ordian,"Mecha, Sci-Fi",TV,24,5.93,1304
6215,3390,Hoshi no Umi no Amuri,"Adventure, Fantasy, Sci-Fi",OVA,3,5.93,2443
6233,9708,Mobile Suit Gundam ZZ: Gundam Frag.,"Action, Mecha, Military, Sci-Fi",OVA,2,5.92,2058
6236,32735,Persona 3 the Movie Meets “Walkman”,Drama,ONA,1,5.91,937
6239,8664,"Slime Boukenki: Umi da, Yeah!","Action, Adventure, Comedy, Fantasy, Game",Special,1,5.92,403
6252,1989,Shizuku,Comedy,Movie,1,5.91,1484
6258,11735,Coluboccoro,"Fantasy, Sci-Fi",OVA,1,5.89,1081
6261,1927,Gakuen Tokusou Hikaruon,"Action, Martial Arts, School, Super Power",OVA,1,5.9,1068
6263,28439,Hatsune Miku x Tetsuya Nomura,Music,Special,1,5.9,1232
6264,30080,Inishie no Megami to Houseki no Ite,Action,ONA,1,5.9,143
6271,33746,Anitore! XX,"Comedy, Sports",TV,12,5.89,6227
6275,2365,Grandeek,"Adventure, Fantasy, Magic",OVA,1,5.89,896
6285,32853,7-kakan.,Music,Music,1,5.88,143
6296,1712,Shin Seiki Den Mars,"Mecha, Sci-Fi, Shounen",TV,13,5.88,556
6297,1743,Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,14,5.88,2476
6300,9521,Tie Shan Gongzhu,"Action, Adventure, Fantasy",Movie,1,5.88,347
6301,7248,Top wo Nerae! Gunbuster Specials,"Mecha, Space",Special,3,5.88,3095
6311,12907,Sekiei Ayakashi Mangatan,"Fantasy, Historical, Supernatural",ONA,3,5.87,2615
6314,30091,Chaos Dragon: Sekiryuu Seneki,"Action, Fantasy, Supernatural",TV,12,5.86,62257
6317,9502,Egao no Hana,Music,Music,1,5.86,670
6319,31769,Kojiki: Hyuuga-hen,Historical,Movie,1,5.86,148
6320,2278,Mahou Yuugi 3D,"Comedy, Magic",OVA,1,5.86,1148
6329,17267,Futari wa Milky Holmes,"Comedy, Mystery, Super Power",TV,12,5.85,6303
6330,1933,Growlanser IV: Wayfarer of the Time,Action,OVA,1,5.85,931
6333,21421,Mahou Shoujo Taisen,Magic,TV,26,5.85,12783
6339,3821,Portable Kuukou,"Music, Sci-Fi",Music,1,5.85,1515
6343,1766,Youseiki Suikoden,"Action, Fantasy, Martial Arts",OVA,1,5.85,1240
6352,5878,Love Position: Halley Densetsu,"Fantasy, Sci-Fi",OVA,1,5.84,398
6354,4929,Next Senki Ehrgeiz,"Action, Mecha, Sci-Fi",TV,12,5.84,472
6358,10373,Soul Link Picture Drama,"Romance, Sci-Fi",Special,3,5.84,603
6361,13041,Battle Break,"Action, Kids",ONA,1,5.83,189
6367,21427,Minna Atsumare! Falcom Gakuen,"Comedy, Parody, School, Seinen",TV,13,5.83,3175
6389,9629,Cyborg 009: The Reopening,"Action, Adventure, Mecha, Sci-Fi, Shounen",Special,1,5.81,971
6390,17513,Diabolik Lovers,"Harem, School, Shoujo, Vampire",TV,12,5.81,107960
6397,31377,Kataribe Shoujo Honoka,"Slice of Life, Supernatural",ONA,1,5.81,241
6403,2767,Taneyamagahara no Yoru,"Fantasy, Kids, Psychological, Slice of Life",Movie,1,5.81,2428
6412,32438,Mayoiga,"Drama, Horror, Mystery, Psychological",TV,12,5.8,117090
6419,31966,Sword Gai,"Action, Seinen, Supernatural",ONA,1,5.8,210
6420,6835,Umi no Mizu wa Naze Karai,Historical,Movie,1,5.8,531
6433,21055,Mission School,"Music, School",Music,1,5.79,243
6435,816,Nanako Kaitai Shinsho,"Comedy, Mecha, Military, Sci-Fi",OVA,6,5.79,6733
6436,2529,Princess Minerva,"Adventure, Comedy, Fantasy, Parody",OVA,1,5.79,805
6440,10463,Exper Zenon,"Action, Sci-Fi",Movie,1,5.78,623
6453,10313,Dallos Special,Fantasy,Movie,1,5.77,301
6475,19137,EDEN,Music,Music,1,5.75,1159
6479,6684,Marie & Gali Special,Comedy,Special,1,5.75,407
6483,25639,Toilet no Kamisama,Music,Music,1,5.75,165
6496,24011,Lance N' Masques,Fantasy,TV,12,5.73,31827
6499,23835,Moonrakers,"Drama, Sci-Fi, Space",ONA,1,5.73,1013
6500,24199,Oosouji,Music,Music,1,5.73,346
6501,28775,White Fantasy,"Fantasy, Sports",Special,1,5.73,503
6523,22469,Minihams no Kekkon Song,"Kids, Music",Music,1,5.71,147
6531,6777,Densha Kamo Shirenai,Music,Music,1,5.7,528
6539,2453,Dennou Sentai Voogie's★Angel,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3,5.69,1132
6544,19925,KY Kei JC Kuukichan,"Comedy, School",ONA,6,5.69,394
6552,2058,Delpower X Bakuhatsu Miracle Genki!,"Action, Comedy, Mecha, Parody, School, Sci-Fi",OVA,1,5.68,644
6553,9650,Dream C Club Pure Songs Clips,Music,Music,2,5.68,358
6565,1343,Violence Jack: Hell's Wind-hen,"Action, Drama, Horror",OVA,1,5.68,3182
6574,22093,Mayonaka wa Junketsu,"Action, Music",Music,1,5.67,162
6575,33449,Moving Colors,Dementia,Movie,1,5.67,109
6578,19287,Reunion (Music),Music,Music,1,5.67,1229
6581,1052,Tokyo Juushouden,"Action, Adventure, Shounen, Supernatural",OVA,3,5.67,1001
6591,29515,Happy ComeCome,"Comedy, Sci-Fi, Slice of Life",Movie,1,5.65,758
6593,6061,Maryuu Senki,"Fantasy, Horror",OVA,3,5.65,812
6601,22411,Asa ga Kuru mae ni: Sasurai Version,"Music, Romance",Music,1,5.64,187
6602,2622,Big Wars: Kami Utsu Akaki Kouya ni,"Action, Military, Sci-Fi, Space",OVA,1,5.64,1512
6609,11189,Pair,Music,Music,1,5.64,675
6616,33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",Drama,Special,1,5.63,1038
6622,10355,Twinkle Heart: Gingakei made Todokanai,"Adventure, Comedy, Space",OVA,1,5.63,307
6629,32950,RS Keikaku: Rebirth Storage,Mecha,Special,1,5.62,4648
6630,12993,Sono Mukou no Mukougawa,Music,Music,1,5.62,267
6642,22467,Minihams no Ai no Uta,"Kids, Music",Music,1,5.61,161
6651,22841,Okashina Hotel,Dementia,Special,1,5.6,309
6659,20581,Nekketsu Tantei Jimusho,"Comedy, Mystery, Parody",ONA,5,5.59,229
6664,31807,Sugio: Mori de Koi wo Shite,Comedy,ONA,3,5.59,101
6670,28041,Baguda-jou no Touzoku,"Adventure, Historical, Romance",Movie,1,5.58,185
6671,3597,Fantasia,"Comedy, Drama, Fantasy, Magic, Romance",OVA,1,5.58,877
6676,7296,Michi (Music),Music,Music,1,5.58,431
6680,24719,Shinrabanshou: Tenchi Shinmei no Shou,"Action, Fantasy, Shounen",ONA,1,5.58,326
6697,13519,Organic,Comedy,ONA,1,5.56,183
6710,8752,Message Song,Music,Music,1,5.55,168
6718,32084,"Watashitachi, Luck Logic-bu!","Comedy, School",TV,12,5.55,1417
6721,7255,Hanaori,Comedy,Movie,1,5.54,450
6730,1772,Seishoujo Kantai Virgin Fleet,"Fantasy, Military, School, Sci-Fi",OVA,3,5.53,892
6734,19977,The Impression of First Gundam,"Action, Mecha, Military, Sci-Fi, Space",Special,1,5.53,585
6740,32346,makemagic,"Fantasy, Music",Music,1,5.52,178
6747,6183,You Shoumei Bijutsukan Line,Fantasy,OVA,1,5.51,483
6751,19279,Pony Metal U-GAIM Promotion Film,"Action, Mecha, Music, Parody, Sci-Fi",Special,1,5.5,298
6752,3772,Saiko Robot Kombock,"Mecha, Sci-Fi",TV,25,5.5,2399
6753,2591,Samurai Spirits: Haten Gouma no Shou,"Adventure, Historical, Samurai, Shounen",Special,1,5.5,1958
6759,32934,Zonmi-chan: Meat Pie of the Dead,"Comedy, Horror, Supernatural",Special,1,5.5,676
6760,21107,Buddy Spirits,"Action, Mecha",ONA,1,5.49,343
6764,18425,Ikeike! Momon-chan Specials,Comedy,Special,3,5.49,321
6765,2088,Nora,"Adventure, Sci-Fi, Space",OVA,1,5.49,486
6766,19171,Sanjougattai Transformers Go!,"Mecha, Sci-Fi, Shounen",OVA,10,5.49,256
6780,3605,Princess Army: Wedding★Combat,"Action, Martial Arts, Romance, Shoujo",OVA,2,5.48,603
6784,33245,Ame-iro Cocoa in Hawaii,"Comedy, Slice of Life",TV,12,5.47,2516
6791,12599,Ijime: Ikenie no Kyoushitsu,"Drama, Shoujo",OVA,1,5.46,805
6794,28717,Luigi's Toy Adventure,Adventure,ONA,1,5.46,455
6798,1340,Yami no Shihosha Judge,"Horror, Seinen, Supernatural",OVA,1,5.46,1488
6807,1059,Mutant Turtles: Choujin Densetsu-hen,"Action, Adventure, Comedy, Sci-Fi, Super Power",OVA,2,5.45,1660
6809,4391,Saru Masamune,"Adventure, Military",Movie,1,5.45,659
6810,29956,Swimming,Dementia,Movie,1,5.45,125
6813,32789,Answer,"Music, Supernatural, Vampire",Music,1,5.44,103
6816,13085,Kitsutsuki Keikaku,Slice of Life,Movie,1,5.44,194
6818,29771,Recorder,"Dementia, Music",Movie,1,5.44,199
6823,15533,Yakimochi Caprice,Slice of Life,Special,2,5.43,328
6825,12561,Benkei tai Ushiwaka,"Action, Comedy",Movie,1,5.42,410
6829,7448,Pacusi,Comedy,TV,18,5.42,215
6833,28241,Ahiru Rikusentai,"Action, Historical, Kids, Military",Movie,1,5.41,178
6846,14743,Nara Shika Monogatari,Comedy,ONA,1,5.4,228
